CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,INTEGRITY,CASEWGT,PSUSTRAT,VERSION
2403960,33,70,1-33-2024-070-08,8,2,9,29.5346785988684,12,9
2405437,82,156,1-82-2024-156-03,3,1,0,149.786835379749,1,9
2403216,16,94,1-16-2024-094-01,1,2,1,47.1549460249765,5,9
2403216,16,94,1-16-2024-094-01,1,2,4,47.1549460249765,5,9
2403216,16,94,1-16-2024-094-01,1,2,6,47.1549460249765,5,9
2400204,54,9,1-54-2024-009-05,5,2,7,144.976226836895,9,9
2401512,13,41,1-13-2024-041-01,1,1,7,142.42459784573,7,9
2400819,81,19,1-81-2024-019-01,1,1,5,96.2081604062078,8,9
2400631,69,12,1-69-2024-012-08,8,2,0,148.766413435097,8,9
2400127,26,2,1-26-2024-002-06,6,1,2,1075.13840105018,10,9
2400070,13,2,1-13-2024-002-01,1,1,7,148.493580370567,7,9
2401001,69,17,1-69-2024-017-02,2,2,1,17.6221452227151,8,9
2400852,30,27,1-30-2024-027-05,5,2,6,31.7722666149377,10,9
2400687,57,15,1-57-2024-015-02,2,1,1,36.8561902184078,1,9
2400166,48,9,1-48-2024-009-01,1,1,6,73.4941053746274,12,9
2400807,25,19,1-25-2024-019-03,3,3,6,107.654306093074,2,9
2400760,30,25,1-30-2024-025-02,2,1,6,16.2875943881497,10,9
2400872,57,18,1-57-2024-018-02,2,3,6,9.61567555511826,1,9
2400340,24,7,1-24-2024-007-08,8,1,0,59.5669287216797,1,9
2400271,10,5,1-10-2024-005-01,1,1,6,29.6296036839938,4,9
2405914,17,193,1-17-2024-193-05,5,2,0,73.9642155230616,4,9
2402084,24,51,1-24-2024-051-09,9,2,0,2577.43990619842,1,9
2401586,22,47,1-22-2024-047-10,10,2,0,520.337693702736,12,9
2404199,28,132,1-28-2024-132-07,7,1,0,77.5080834922841,3,9
2404242,17,133,1-17-2024-133-04,4,2,0,172.988606472898,4,9
2402570,32,93,1-32-2024-093-05,5,1,0,52.966553872157,7,9
2402570,32,93,1-32-2024-093-05,5,3,0,52.966553872157,7,9
2402576,48,84,1-48-2024-084-06,6,2,6,86.4307074675267,12,9
2402029,62,50,1-62-2024-050-05,5,1,1,183.403138311325,7,9
2404734,15,181,1-15-2024-181-08,8,1,0,24.1312824272688,1,9
2404740,82,127,1-82-2024-127-05,5,1,0,23.9814262485552,1,9
2402968,20,83,1-20-2024-083-09,9,1,0,339.011405965121,11,9
2402968,20,83,1-20-2024-083-09,9,2,0,339.011405965121,11,9
2400804,66,13,1-66-2024-013-06,6,1,0,124.972344097308,6,9
2401886,57,37,1-57-2024-037-03,3,1,0,168.570265700135,1,9
2401886,57,37,1-57-2024-037-03,3,2,0,168.570265700135,1,9
2401394,25,30,1-25-2024-030-09,9,1,0,123.800297630527,2,9
2401145,69,20,1-69-2024-020-03,3,2,0,75.2386140829049,8,9
2402719,25,67,1-25-2024-067-06,6,2,0,312.083424999818,2,9
2404391,59,129,1-59-2024-129-02,2,1,0,48.7900687173874,6,9
2402476,16,74,1-16-2024-074-03,3,2,0,168.955904269261,5,9
2402227,16,65,1-16-2024-065-05,5,1,0,20.614517650874,5,9
2402227,16,65,1-16-2024-065-05,5,2,0,20.614517650874,5,9
2405965,28,180,1-28-2024-180-07,7,1,0,380.711991081105,3,9
2400063,29,1,1-29-2024-001-04,4,2,0,398.469602501026,2,9
2405473,32,148,1-32-2024-148-02,2,1,0,15.2800393080999,7,9
2405132,17,166,1-17-2024-166-07,7,1,0,1222.27023854147,4,9
2403950,48,127,1-48-2024-127-09,9,1,0,454.362406013,12,9
2403950,48,127,1-48-2024-127-09,9,2,0,454.362406013,12,9
2403999,25,104,1-25-2024-104-09,9,1,0,1107.00046057656,2,9
2400753,19,15,1-19-2024-015-06,6,2,0,694.278924469739,9,9
2406163,17,202,1-17-2024-202-03,3,2,0,56.2627107467575,4,9
2401786,18,66,1-18-2024-066-04,4,1,0,655.073704482614,6,9
2401245,79,28,1-79-2024-028-04,4,1,0,222.177481341307,8,9
2401294,27,40,1-27-2024-040-04,4,1,0,94.2504458585864,3,9
2405573,14,110,1-14-2024-110-02,2,2,0,73.7387227230028,8,9
2405032,77,161,1-77-2024-161-05,5,1,5,90.6570748528622,9,9
2405032,77,161,1-77-2024-161-05,5,1,6,90.6570748528622,9,9
2405032,77,161,1-77-2024-161-05,5,1,7,90.6570748528622,9,9
2402917,81,60,1-81-2024-060-04,4,2,0,1581.17356728117,8,9
2400114,14,2,1-14-2024-002-07,7,1,0,1752.86120972687,8,9
2400114,14,2,1-14-2024-002-07,7,2,7,1752.86120972687,8,9
2400163,18,4,1-18-2024-004-07,7,2,0,1361.28415936014,6,9
2400655,21,13,1-21-2024-013-03,3,1,9,177.853805987358,11,9
2400704,81,17,1-81-2024-017-06,6,1,0,2054.68257038709,8,9
2406114,11,185,1-11-2024-185-06,6,2,0,982.981326542976,8,9
2403930,29,49,1-29-2024-049-04,4,2,0,562.25403332024,2,9
2406183,32,159,1-32-2024-159-02,2,1,0,33.6745556127473,7,9
2406254,33,110,1-33-2024-110-04,4,2,0,330.088144283669,12,9
2401938,60,20,1-60-2024-020-02,2,1,0,98.7373875661215,8,9
2401938,60,20,1-60-2024-020-02,2,2,0,98.7373875661215,8,9
2401013,11,24,1-11-2024-024-03,3,1,0,85.9711922432037,8,9
2404594,14,85,1-14-2024-085-05,5,1,0,76.4230415651045,8,9
2404594,14,85,1-14-2024-085-05,5,2,0,76.4230415651045,8,9
2404262,60,62,1-60-2024-062-04,4,1,0,795.683244945331,8,9
2404262,60,62,1-60-2024-062-04,4,2,0,795.683244945331,8,9
2402602,69,48,1-69-2024-048-05,5,1,0,20.2105701272305,8,9
2402270,66,52,1-66-2024-052-10,10,1,0,242.389498710963,6,9
2402009,30,67,1-30-2024-067-03,3,3,0,502.051585863858,10,9
2400349,16,10,1-16-2024-010-04,4,1,0,437.74021765386,5,9
2405057,17,162,1-17-2024-162-04,4,2,0,397.570667842794,4,9
2404762,66,94,1-66-2024-094-10,10,1,0,242.389498710963,6,9
2402993,27,94,1-27-2024-094-07,7,2,0,35.5728790039804,3,9
2403088,24,84,1-24-2024-084-09,9,2,0,96.3610685705963,1,9
2403254,15,127,1-15-2024-127-05,5,1,0,13.6400789963135,1,9
2403254,15,127,1-15-2024-127-05,5,2,4,13.6400789963135,1,9
2403491,14,59,1-14-2024-059-04,4,1,0,894.026417553178,8,9
2403752,27,119,1-27-2024-119-03,3,1,6,32.3914110115022,3,9
2403752,27,119,1-27-2024-119-03,3,2,0,32.3914110115022,3,9
2404250,21,90,1-21-2024-090-04,4,1,0,291.806377579817,11,9
2404250,21,90,1-21-2024-090-04,4,2,0,291.806377579817,11,9
2402827,57,64,1-57-2024-064-06,6,1,0,721.306737429465,1,9
2402827,57,64,1-57-2024-064-06,6,2,0,721.306737429465,1,9
2402590,33,43,1-33-2024-043-05,5,1,0,25.3427821602115,12,9
2401831,27,58,1-27-2024-058-07,7,2,0,79.1723766293606,3,9
2401333,26,35,1-26-2024-035-01,1,3,0,37.8344754262411,10,9
2405246,31,109,1-31-2024-109-10,10,1,0,419.593794787767,6,9
2404748,17,152,1-17-2024-152-04,4,1,0,380.588800310182,4,9
2404748,17,152,1-17-2024-152-04,4,2,0,380.588800310182,4,9
2403609,28,107,1-28-2024-107-06,6,1,9,61.8342882077077,3,9
2404107,60,57,1-60-2024-057-07,7,1,0,5732.58189021946,8,9
2404107,60,57,1-60-2024-057-07,7,2,0,5732.58189021946,8,9
2406265,17,203,1-17-2024-203-02,2,1,0,71.3662616428737,4,9
2406265,17,203,1-17-2024-203-02,2,2,0,71.3662616428737,4,9
2406314,81,164,1-81-2024-164-07,7,1,0,307.519910408279,8,9
2404605,13,75,1-13-2024-075-08,8,1,0,444.288622217649,7,9
2404273,81,103,1-81-2024-103-NM1,21,3,0,34.7221032435964,8,9
2401808,16,52,1-16-2024-052-05,5,1,0,17.1930300888655,5,9
2400314,17,9,1-17-2024-009-03,3,1,0,60.7880401010966,4,9
2400314,17,9,1-17-2024-009-03,3,2,0,60.7880401010966,4,9
2405767,77,184,1-77-2024-184-03,3,1,0,184.132204995162,9,9
2405816,14,116,1-14-2024-116-10,10,2,0,24230.4540548434,8,9
2405269,62,157,1-62-2024-157-04,4,2,0,1438.83646958712,7,9
2403205,66,67,1-66-2024-067-08,8,2,0,136.694074174878,6,9
2403872,12,69,1-12-2024-069-04,4,2,0,269.223385585816,9,9
2400786,26,17,1-26-2024-017-03,3,3,0,381.076602666498,10,9
2400955,59,33,1-59-2024-033-06,6,1,0,293.492594938454,6,9
2406196,27,190,1-27-2024-190-04,4,2,0,148.721534412378,3,9
2402209,25,52,1-25-2024-052-03,3,1,0,72.4488725969622,2,9
2402209,25,52,1-25-2024-052-03,3,2,0,72.4488725969622,2,9
2401880,54,44,1-54-2024-044-10,10,1,0,594.813207503092,9,9
2401951,52,28,1-52-2024-028-10,10,1,0,9291.95853337927,12,9
2401216,57,25,1-57-2024-025-03,3,2,0,150.626658607379,1,9
2405126,15,199,1-15-2024-199-06,6,1,0,108.78223753879,1,9
2405126,15,199,1-15-2024-199-06,6,2,0,108.78223753879,1,9
2404462,76,130,1-76-2024-130-03,3,1,6,71.5495535595937,3,9
2404536,59,131,1-59-2024-131-04,4,1,0,99.64038886362,6,9
2404536,59,131,1-59-2024-131-04,4,2,0,99.64038886362,6,9
2404201,67,30,1-67-2024-030-01,1,1,1,66.8119266347119,7,9
2404201,67,30,1-67-2024-030-01,1,1,6,66.8119266347119,7,9
2404201,67,30,1-67-2024-030-01,1,1,7,66.8119266347119,7,9
2402876,48,94,1-48-2024-094-10,10,2,6,187.854526060285,12,9
2405959,31,129,1-31-2024-129-08,8,1,0,222.937813489072,6,9
2405959,31,129,1-31-2024-129-08,8,2,0,222.937813489072,6,9
2400122,52,1,1-52-2024-001-07,7,2,0,27.9760451550854,12,9
2405532,67,50,1-67-2024-050-05,5,1,0,83.5824445569787,7,9
2405197,60,79,1-60-2024-079-03,3,1,0,245.058943416176,8,9
2405197,60,79,1-60-2024-079-03,3,2,0,245.058943416176,8,9
2403182,48,106,1-48-2024-106-04,4,1,0,85.7677087053401,12,9
2403182,48,106,1-48-2024-106-04,4,2,0,85.7677087053401,12,9
2403231,32,112,1-32-2024-112-04,4,2,0,1708.50129629089,7,9
2403231,32,112,1-32-2024-112-04,4,3,0,1708.50129629089,7,9
2403846,81,93,1-81-2024-093-03,3,1,0,1224.05256267546,8,9
2403846,81,93,1-81-2024-093-03,3,2,0,1224.05256267546,8,9
2406145,12,124,1-12-2024-124-09,9,1,0,884.878645052102,9,9
2406145,12,124,1-12-2024-124-09,9,2,0,884.878645052102,9,9
2405887,10,121,1-10-2024-121-03,3,2,9,429.663410905726,4,9
2402186,17,71,1-17-2024-071-06,6,1,0,219.648098632459,4,9
2401041,28,27,1-28-2024-027-01,1,1,1,36.6185653494975,3,9
2401857,26,49,1-26-2024-049-05,5,1,2,35.9401339092254,10,9
2403848,62,105,1-62-2024-105-05,5,1,0,63.3169379609733,7,9
2401349,62,34,1-62-2024-034-04,4,2,6,814.399144757816,7,9
2401100,62,29,1-62-2024-029-05,5,2,6,271.102583200318,7,9
2403656,62,99,1-62-2024-099-05,5,1,0,45.7650018362521,7,9
2404283,62,125,1-62-2024-125-02,2,1,6,28.5234131836987,7,9
2404406,62,129,1-62-2024-129-02,2,1,4,41.3368831287418,7,9
2400558,62,17,1-62-2024-017-01,1,1,7,98.4303935828124,7,9
2406033,62,180,1-62-2024-180-02,2,2,6,40.5230025519482,7,9
2400025,62,2,1-62-2024-002-10,10,1,6,1646.87203897318,7,9
2400025,62,2,1-62-2024-002-10,10,1,7,1646.87203897318,7,9
2402158,62,53,1-62-2024-053-01,1,2,6,71.1932947835798,7,9
2402158,62,53,1-62-2024-053-01,1,2,7,71.1932947835798,7,9
2400558,62,17,1-62-2024-017-01,1,1,6,98.4303935828124,7,9
2404406,62,129,1-62-2024-129-02,2,1,6,41.3368831287418,7,9
2403939,62,110,1-62-2024-110-02,2,1,6,27.4104501869369,7,9
2404547,62,132,1-62-2024-132-03,3,1,0,283.674238530018,7,9
2405151,62,154,1-62-2024-154-01,1,2,2,69.8075005283482,7,9
2400840,62,23,1-62-2024-023-02,2,1,0,27.4104501869369,7,9
2400711,62,21,1-62-2024-021-02,2,2,6,61.2648028245878,7,9
2404211,32,129,1-32-2024-129-03,3,2,6,349.213384549016,7,9
2402099,32,77,1-32-2024-077-04,4,1,6,1089.69850207101,7,9
2404721,32,136,1-32-2024-136-02,2,1,2,13.4701686395906,7,9
2404721,32,136,1-32-2024-136-02,2,1,6,13.4701686395906,7,9
2403616,32,123,1-32-2024-123-NM1,21,1,1,73.4062485290255,7,9
2400634,32,16,1-32-2024-016-04,4,1,1,1682.09877420889,7,9
2403103,32,107,1-32-2024-107-02,2,1,7,8.16907752895326,7,9
2403103,32,107,1-32-2024-107-02,2,2,1,8.16907752895326,7,9
2402988,32,103,1-32-2024-103-03,3,1,6,188.021149251295,7,9
2404471,32,132,1-32-2024-132-02,2,1,6,10.0130344037266,7,9
2405579,32,151,1-32-2024-151-06,6,2,6,3707.81463334251,7,9
2405579,32,151,1-32-2024-151-06,6,2,7,3707.81463334251,7,9
2401282,32,43,1-32-2024-043-02,2,2,1,4.13903443658647,7,9
2402570,32,93,1-32-2024-093-05,5,2,2,52.966553872157,7,9
2402570,32,93,1-32-2024-093-05,5,2,6,52.966553872157,7,9
2405473,32,148,1-32-2024-148-02,2,2,6,15.2800393080999,7,9
2403240,32,113,1-32-2024-113-02,2,1,7,9.15925905441749,7,9
2403240,32,113,1-32-2024-113-02,2,2,2,9.15925905441749,7,9
2403240,32,113,1-32-2024-113-02,2,2,6,9.15925905441749,7,9
2403240,32,113,1-32-2024-113-02,2,2,7,9.15925905441749,7,9
2405579,32,151,1-32-2024-151-06,6,1,6,3707.81463334251,7,9
2405579,32,151,1-32-2024-151-06,6,1,7,3707.81463334251,7,9
2401568,32,55,1-32-2024-055-02,2,1,7,5.39420777852474,7,9
2400360,32,8,1-32-2024-008-03,3,2,0,117.958565984753,7,9
2403240,32,113,1-32-2024-113-02,2,1,2,9.15925905441749,7,9
2403240,32,113,1-32-2024-113-02,2,1,3,9.15925905441749,7,9
2403240,32,113,1-32-2024-113-02,2,1,4,9.15925905441749,7,9
2403240,32,113,1-32-2024-113-02,2,1,6,9.15925905441749,7,9
2403901,32,126,1-32-2024-126-02,2,2,7,36.3666949251999,7,9
2402097,32,75,1-32-2024-075-05,5,1,5,34.8659199592484,7,9
2402097,32,75,1-32-2024-075-05,5,1,6,34.8659199592484,7,9
2405644,32,152,1-32-2024-152-03,3,1,6,1022.53770309295,7,9
2403826,32,125,1-32-2024-125-02,2,2,7,37.259655830375,7,9
2403826,32,125,1-32-2024-125-02,2,4,0,37.259655830375,7,9
2404960,32,141,1-32-2024-141-02,2,2,6,4.13903443658647,7,9
2403105,32,109,1-32-2024-109-02,2,2,1,8.16907752895326,7,9
2403105,32,109,1-32-2024-109-02,2,2,5,8.16907752895326,7,9
2403105,32,109,1-32-2024-109-02,2,2,6,8.16907752895326,7,9
2403105,32,109,1-32-2024-109-02,2,2,7,8.16907752895326,7,9
2400506,32,15,1-32-2024-015-02,2,3,0,16.1834771830848,7,9
2400116,32,2,1-32-2024-002-02,2,1,6,5.912189285169,7,9
2403233,32,114,1-32-2024-114-05,5,1,2,54.6650925289724,7,9
2403233,32,114,1-32-2024-114-05,5,1,6,54.6650925289724,7,9
2401069,32,35,1-32-2024-035-05,5,1,7,24.5654666372372,7,9
2402223,32,78,1-32-2024-078-02,2,1,6,7.31416728043487,7,9
2403726,32,124,1-32-2024-124-07,7,1,0,16039.8860823842,7,9
2401526,33,25,1-33-2024-025-06,6,1,1,86.5029641253402,12,9
2401526,33,25,1-33-2024-025-06,6,1,6,86.5029641253402,12,9
2404506,33,87,1-33-2024-087-08,8,1,6,54.7275070105528,12,9
2401908,33,31,1-33-2024-031-01,1,1,5,40.9514113335778,12,9
2401908,33,31,1-33-2024-031-01,1,1,6,40.9514113335778,12,9
2401525,33,24,1-33-2024-024-08,8,1,6,29.5346785988684,12,9
2405298,33,101,1-33-2024-101-01,1,1,1,68.1584452977333,12,9
2405298,33,101,1-33-2024-101-01,1,1,4,68.1584452977333,12,9
2401306,26,31,1-26-2024-031-NM1,21,1,0,25.7030205312635,10,9
2400665,29,11,1-29-2024-011-07,7,1,0,7341.26859271286,2,9
2403023,29,26,1-29-2024-026-05,5,2,1,77.3736677143429,2,9
2401844,26,46,1-26-2024-046-NM1,21,2,0,25.7030205312635,10,9
2401221,23,19,1-23-2024-019-04,4,2,0,730.927295842337,5,9
2401042,52,13,1-52-2024-013-NM1,21,1,0,20.9023614233441,12,9
2402344,16,69,1-16-2024-069-NM1,21,1,0,26.1808531062603,5,9
2402582,23,39,1-23-2024-039-05,5,1,0,90.2911220733979,5,9
2402582,23,39,1-23-2024-039-05,5,3,0,90.2911220733979,5,9
2404826,24,136,1-24-2024-136-09,9,2,9,146.252474115792,1,9
2401222,23,20,1-23-2024-020-02,2,1,0,62.9617318466021,5,9
2401222,23,20,1-23-2024-020-02,2,2,0,62.9617318466021,5,9
2401126,73,38,1-73-2024-038-03,3,1,6,23.5881329232141,3,9
2402409,23,37,1-23-2024-037-03,3,1,6,244.414257425424,5,9
2402409,23,37,1-23-2024-037-03,3,1,7,244.414257425424,5,9
2405747,33,108,1-33-2024-108-03,3,1,0,23.6193822392045,12,9
2400795,29,12,1-29-2024-012-09,9,1,1,1200.43767350335,2,9
2401442,26,39,1-26-2024-039-NM1,21,1,0,25.7030205312635,10,9
2400528,29,9,1-29-2024-009-06,6,2,0,1541.32684243005,2,9
2400957,73,31,1-73-2024-031-06,6,1,0,38.5374888665136,3,9
2400957,73,31,1-73-2024-031-06,6,2,0,38.5374888665136,3,9
2406133,10,130,1-10-2024-130-03,3,1,0,302.334296505622,4,9
2406133,10,130,1-10-2024-130-03,3,2,7,302.334296505622,4,9
2406133,10,130,1-10-2024-130-03,3,5,0,302.334296505622,4,9
2404875,28,152,1-28-2024-152-10,10,1,0,80.5683609045318,3,9
2405093,28,159,1-28-2024-159-04,4,2,0,178.562662132192,3,9
2404621,28,141,1-28-2024-141-07,7,1,7,44.330330715033,3,9
2403136,28,94,1-28-2024-094-10,10,1,6,80.5683609045318,3,9
2403136,28,94,1-28-2024-094-10,10,1,7,80.5683609045318,3,9
2401316,28,33,1-28-2024-033-04,4,1,0,47.851485985308,3,9
2406346,28,194,1-28-2024-194-05,5,1,0,49.4691016031828,3,9
2403341,11,94,1-11-2024-094-03,3,2,7,74.3356188554781,8,9
2403209,11,91,1-11-2024-091-05,5,2,0,31.8812723055547,8,9
2405373,82,154,1-82-2024-154-03,3,2,0,106.689933259017,1,9
2403766,33,64,1-33-2024-064-08,8,1,0,46.8116241353717,12,9
2402217,28,63,1-28-2024-063-03,3,1,0,28.3089754479373,3,9
2400594,33,7,1-33-2024-007-09,9,1,6,461.610101044979,12,9
2400421,77,13,1-77-2024-013-06,6,2,6,589.423606928976,9,9
2404054,10,71,1-10-2024-071-02,2,1,1,22.3566511295402,4,9
2403519,27,113,1-27-2024-113-03,3,1,9,15.5297407695143,3,9
2404172,10,74,1-10-2024-074-01,1,2,6,28.7027141180818,4,9
2403242,27,104,1-27-2024-104-03,3,2,1,20.240433004051,3,9
2401820,32,65,1-32-2024-065-08,8,1,5,278.767920785187,7,9
2400881,25,22,1-25-2024-022-06,6,1,0,166.243093495036,2,9
2405301,69,131,1-69-2024-131-05,5,1,2,7.30201599951961,8,9
2401425,32,49,1-32-2024-049-03,3,1,6,276.474895047324,7,9
2405922,69,150,1-69-2024-150-01,1,1,2,9.82023560759747,8,9
2403473,25,89,1-25-2024-089-05,5,2,6,39.3581661506128,2,9
2402072,69,39,1-69-2024-039-10,10,2,0,1991.69926730662,8,9
2401363,13,35,1-13-2024-035-05,5,2,1,38.0193356006179,7,9
2401363,13,35,1-13-2024-035-05,5,2,6,38.0193356006179,7,9
2402302,13,58,1-13-2024-058-06,6,1,6,3257.73544489409,7,9
2400573,13,12,1-13-2024-012-05,5,1,1,51.7064900609408,7,9
2402680,13,65,1-13-2024-065-03,3,1,6,1410.16571018734,7,9
2400808,13,17,1-13-2024-017-03,3,1,6,165.322256679905,7,9
2401889,13,49,1-13-2024-049-02,2,1,6,10.2488631638442,7,9
2401233,62,32,1-62-2024-032-01,1,4,0,188.971843846857,7,9
2405389,77,172,1-77-2024-172-05,5,1,6,252.588010899409,9,9
2404848,27,150,1-27-2024-150-03,3,1,0,28.3860348414799,3,9
2402733,16,79,1-16-2024-079-04,4,1,0,1922.69451733979,5,9
2402807,62,76,1-62-2024-076-09,9,2,0,12242.3665920591,7,9
2406102,15,234,1-15-2024-234-08,8,1,0,66.4095741134161,1,9
2400151,81,6,1-81-2024-006-03,3,2,0,368.540152823667,8,9
2400569,73,17,1-73-2024-017-04,4,1,0,42.0002530809935,3,9
2403497,48,114,1-48-2024-114-09,9,1,0,208.459494474778,12,9
2403995,60,54,1-60-2024-054-03,3,2,0,252.351417933937,8,9
2400841,62,24,1-62-2024-024-03,3,1,0,408.645387459911,7,9
2400841,62,24,1-62-2024-024-03,3,2,0,408.645387459911,7,9
2400165,18,6,1-18-2024-006-03,3,1,0,49.1587237763253,6,9
2404742,21,107,1-21-2024-107-05,5,1,0,25.3232269794903,11,9
2404244,17,135,1-17-2024-135-04,4,1,0,172.988606459298,4,9
2401837,15,71,1-15-2024-071-03,3,1,0,17.7674654785444,1,9
2401837,15,71,1-15-2024-071-03,3,2,0,17.7674654785444,1,9
2401588,22,49,1-22-2024-049-04,4,1,0,32.0683092145635,12,9
2400414,16,13,1-16-2024-013-06,6,2,0,405.229056944154,5,9
2400663,30,21,1-30-2024-021-06,6,2,0,1312.87881431416,10,9
2405169,73,132,1-73-2024-132-10,10,1,0,167.518178572804,3,9
2404101,24,113,1-24-2024-113-04,4,1,0,205.60818699093,1,9
2404138,29,56,1-29-2024-056-06,6,1,0,899.856995505387,2,9
2404138,29,56,1-29-2024-056-06,6,2,0,899.856995505387,2,9
2400806,66,15,1-66-2024-015-06,6,1,0,124.972344097308,6,9
2400806,66,15,1-66-2024-015-06,6,2,0,124.972344097308,6,9
2401482,77,51,1-77-2024-051-03,3,1,0,88.2007524015232,9,9
2401482,77,51,1-77-2024-051-03,3,2,0,88.2007524015232,9,9
2401931,11,49,1-11-2024-049-04,4,2,0,212.689735932465,8,9
2401943,16,55,1-16-2024-055-02,2,1,0,15.1092509057653,5,9
2401943,16,55,1-16-2024-055-02,2,2,0,15.1092509057653,5,9
2401433,24,35,1-24-2024-035-07,7,1,0,539.451655185704,1,9
2405773,57,181,1-57-2024-181-05,5,1,0,9.69650235592079,1,9
2404599,27,143,1-27-2024-143-07,7,1,0,91.7247462162503,3,9
2404150,81,101,1-81-2024-101-02,2,1,6,26.6902214863668,8,9
2404150,81,101,1-81-2024-101-02,2,1,7,26.6902214863668,8,9
2404636,21,106,1-21-2024-106-09,9,3,9,960.079408494373,11,9
2406271,25,175,1-25-2024-175-01,1,1,9,140.838481178153,2,9
2400308,48,15,1-48-2024-015-07,7,1,0,225.436509667209,12,9
2400320,19,7,1-19-2024-007-03,3,1,0,102.392802520555,9,9
2400320,19,7,1-19-2024-007-03,3,2,7,102.392802520555,9,9
2400320,19,7,1-19-2024-007-03,3,3,0,102.392802520555,9,9
2405761,59,171,1-59-2024-171-03,3,1,0,53.2551797406929,6,9
2403119,76,80,1-76-2024-080-07,7,1,0,72.7960942583928,3,9
2403368,28,100,1-28-2024-100-04,4,1,0,96.1935972000564,3,9
2403795,54,93,1-54-2024-093-10,10,1,0,1189.62641500618,9,9
2404044,11,124,1-11-2024-124-03,3,1,0,72.7397637397295,8,9
2402713,11,74,1-11-2024-074-07,7,1,0,1887.19969222058,8,9
2402713,11,74,1-11-2024-074-07,7,2,0,1887.19969222058,8,9
2402037,13,53,1-13-2024-053-02,2,1,0,28.4531500720589,7,9
2402123,28,60,1-28-2024-060-06,6,1,5,44.5186799027896,3,9
2401290,32,46,1-32-2024-046-05,5,1,0,19.3075499927048,7,9
2401041,28,27,1-28-2024-027-01,1,1,6,36.6185653494975,3,9
2401041,28,27,1-28-2024-027-01,1,2,0,36.6185653494975,3,9
2400463,17,13,1-17-2024-013-03,3,1,0,60.1064786597745,4,9
2400712,73,21,1-73-2024-021-04,4,1,0,75.7755830449397,3,9
2405618,73,141,1-73-2024-141-03,3,1,0,39.6505655197374,3,9
2405369,22,164,1-22-2024-164-08,8,2,0,29.5597025273187,12,9
2405040,12,98,1-12-2024-098-04,4,1,0,402.727163211704,9,9
2405040,12,98,1-12-2024-098-04,4,2,0,402.727163211704,9,9
2403305,10,52,1-10-2024-052-NM1,21,2,0,48.5486424740169,4,9
2401626,13,44,1-13-2024-044-02,2,1,6,16.539360702524,7,9
2406383,13,89,1-13-2024-089-03,3,1,7,71.2960138352861,7,9
2402415,13,61,1-13-2024-061-02,2,2,6,24.0212654326691,7,9
2402415,13,61,1-13-2024-061-02,2,2,7,24.0212654326691,7,9
2400171,13,4,1-13-2024-004-06,6,1,7,2042.25670106002,7,9
2400291,13,7,1-13-2024-007-09,9,1,6,3966.28929239835,7,9
2404096,13,73,1-13-2024-073-02,2,1,1,31.2378642935307,7,9
2404096,13,73,1-13-2024-073-02,2,1,6,31.2378642935307,7,9
2402170,13,56,1-13-2024-056-01,1,1,1,113.79721373521,7,9
2402170,13,56,1-13-2024-056-01,1,1,6,113.79721373521,7,9
2401753,13,47,1-13-2024-047-02,2,1,6,16.3912096638119,7,9
2402595,13,62,1-13-2024-062-04,4,2,0,4837.27702379894,7,9
2400170,13,3,1-13-2024-003-02,2,3,1,10.955434091132,7,9
2400170,13,3,1-13-2024-003-02,2,3,6,10.955434091132,7,9
2401512,13,41,1-13-2024-041-01,1,1,1,142.42459784573,7,9
2401512,13,41,1-13-2024-041-01,1,1,5,142.42459784573,7,9
2401512,13,41,1-13-2024-041-01,1,1,6,142.42459784573,7,9
2406252,13,86,1-13-2024-086-02,2,1,1,21.5495974710284,7,9
2406252,13,86,1-13-2024-086-02,2,1,5,21.5495974710284,7,9
2406252,13,86,1-13-2024-086-02,2,1,6,21.5495974710284,7,9
2401328,31,26,1-31-2024-026-04,4,1,9,222.052598299916,6,9
2401030,31,21,1-31-2024-021-06,6,1,0,238.979638420053,6,9
2402358,31,46,1-31-2024-046-10,10,1,1,419.593794787767,6,9
2402358,31,46,1-31-2024-046-10,10,1,4,419.593794787767,6,9
2401737,31,34,1-31-2024-034-09,9,1,3,161.39423315543,6,9
2401737,31,34,1-31-2024-034-09,9,1,6,161.39423315543,6,9
2401737,31,34,1-31-2024-034-09,9,1,7,161.39423315543,6,9
2405960,31,130,1-31-2024-130-04,4,1,9,277.889964841913,6,9
2403645,31,71,1-31-2024-071-01,1,1,9,190.536266122907,6,9
2404996,31,107,1-31-2024-107-10,10,1,0,419.593794787767,6,9
2402052,81,43,1-81-2024-043-04,4,3,0,1903.54654592811,8,9
2403385,82,85,1-82-2024-085-03,3,1,9,111.316539755497,1,9
2401895,48,63,1-48-2024-063-06,6,1,0,304.60247073674,12,9
2400310,67,4,1-67-2024-004-05,5,1,2,96.9891704382482,7,9
2400310,67,4,1-67-2024-004-05,5,2,0,96.9891704382482,7,9
2402171,67,10,1-67-2024-010-06,6,2,0,149.047110493605,7,9
2405036,67,42,1-67-2024-042-04,4,1,6,220.321806061426,7,9
2401627,13,45,1-13-2024-045-02,2,1,0,12.4259730918703,7,9
2401627,13,45,1-13-2024-045-02,2,2,0,12.4259730918703,7,9
2405532,67,50,1-67-2024-050-05,5,2,7,83.5824445569787,7,9
