CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,GLAZLOC,GLAZTYPE,GLAZPRE,GLAZIMP,GLAZOCC,CASEWGT,PSUSTRAT,VERSION
2406163,17,202,1-17-2024-202-03,3,1,1,1,1,2,3,56.2627107467575,4,9
2400180,59,8,1-59-2024-008-08,8,1,1,1,1,2,3,157.411754942879,6,9
2401746,59,56,1-59-2024-056-08,8,1,1,1,1,2,4,76.1156511324638,6,9
2402596,13,63,1-13-2024-063-03,3,1,2,3,2,1,2,1105.97796358411,7,9
2403283,59,104,1-59-2024-104-07,7,1,1,1,1,2,3,584.797835219332,6,9
2404076,19,54,1-19-2024-054-02,2,1,1,1,1,2,3,45.0884525586451,9,9
2402207,60,24,1-60-2024-024-06,6,1,1,1,1,2,3,255.395501854437,8,9
2404465,14,84,1-14-2024-084-08,8,2,1,1,1,1,3,95.3393322368294,8,9
2405888,10,122,1-10-2024-122-01,1,1,1,1,1,5,4,59.5313973431497,4,9
2405433,69,137,1-69-2024-137-05,5,1,1,1,1,9,9,16.5467329701507,8,9
2405433,69,137,1-69-2024-137-05,5,1,2,99,9,9,9,16.5467329701507,8,9
2405433,69,137,1-69-2024-137-05,5,1,3,99,9,9,9,16.5467329701507,8,9
2405433,69,137,1-69-2024-137-05,5,1,4,99,9,9,9,16.5467329701507,8,9
2405433,69,137,1-69-2024-137-05,5,1,5,99,9,9,9,16.5467329701507,8,9
2405433,69,137,1-69-2024-137-05,5,1,7,99,9,9,9,16.5467329701507,8,9
2405433,69,137,1-69-2024-137-05,5,1,8,99,9,9,9,16.5467329701507,8,9
2405433,69,137,1-69-2024-137-05,5,1,10,99,1,9,9,16.5467329701507,8,9
2403541,81,84,1-81-2024-084-09,9,1,1,1,1,1,3,1735.07853290752,8,9
2401405,11,35,1-11-2024-035-04,4,1,1,1,1,2,3,459.524679856525,8,9
2404090,17,130,1-17-2024-130-05,5,1,1,1,1,1,3,73.9642155230616,4,9
2401291,12,23,1-12-2024-023-08,8,1,1,1,1,2,3,357.730823345316,9,9
2405384,81,137,1-81-2024-137-05,5,1,1,1,1,1,3,129.714251488084,8,9
2405135,81,131,1-81-2024-131-02,2,1,1,1,1,1,3,19.8489853441235,8,9
2400366,32,12,1-32-2024-012-08,8,1,1,1,1,2,4,82.3211387868321,7,9
2403435,18,96,1-18-2024-096-01,1,2,1,1,1,2,3,63.8166126674341,6,9
2403457,19,42,1-19-2024-042-05,5,2,2,2,1,1,2,67.1248665886169,9,9
2403461,69,73,1-69-2024-073-01,1,1,1,1,1,2,3,25.5510252230987,8,9
2403583,17,111,1-17-2024-111-03,3,1,12,6,1,1,3,60.1064786597745,4,9
2403477,11,101,1-11-2024-101-07,7,2,1,1,1,2,3,2789.72309945544,8,9
2403498,32,121,1-32-2024-121-05,5,1,2,3,2,5,2,27.6803878502634,7,9
2403458,20,93,1-20-2024-093-01,1,1,1,1,1,2,9,35.0220589332575,11,9
2403458,20,93,1-20-2024-093-01,1,1,2,99,9,6,9,35.0220589332575,11,9
2403458,20,93,1-20-2024-093-01,1,1,3,99,9,6,9,35.0220589332575,11,9
2403458,20,93,1-20-2024-093-01,1,1,4,99,9,6,9,35.0220589332575,11,9
2403458,20,93,1-20-2024-093-01,1,1,7,99,9,6,9,35.0220589332575,11,9
2403458,20,93,1-20-2024-093-01,1,1,10,6,1,6,9,35.0220589332575,11,9
2403516,27,110,1-27-2024-110-08,8,1,1,1,1,2,2,66.4515953857816,3,9
2403519,27,113,1-27-2024-113-03,3,2,1,1,1,2,3,15.5297407695143,3,9
2403562,48,116,1-48-2024-116-08,8,1,1,1,1,2,2,96.1411607504999,12,9
2403573,12,61,1-12-2024-061-07,7,1,1,1,1,2,3,265.552573114546,9,9
2403575,20,97,1-20-2024-097-02,2,1,1,1,1,2,9,19.9171728154044,11,9
